Side,Total Score,Turn Score
Player 1,5350,300
Player 1,5650,300
Player 1,5950,0
Player 1,5950,300
Player 1,6250,350
Player 1,6600,700
Player 1,7300,400
Player 1,7700,750
Player 1,8450,700
Player 1,9150,300
Player 1,9450,0
Player 1,9450,500
Player 1,9950,450
Player 2,0,300
Player 2,300,1150
Player 2,1450,200
Player 2,1650,0
Player 2,1650,0
Player 2,1650,500
Player 2,2150,400
Player 2,2550,300
Player 2,2850,700
Player 2,3550,0
Player 2,3550,300
Player 2,3850,450
Player 2,4300,1150
Player 2,5450,900
Player 2,6350,800
Player 2,7150,0
Player 2,7150,650
Player 2,7800,1000
Player 2,8800,500
Player 2,9300,300
Player 2,9600,300
Player 1,0,450
Player 1,450,850
Player 1,1300,350
Player 1,1650,1100
Player 1,2750,1000
Player 1,3750,0
Player 1,3750,450
Player 1,4200,0
Player 1,4200,300
Player 1,4500,250
Player 1,4750,300
Player 1,5050,300
Player 1,5350,0
Player 1,5350,1150
Player 1,6500,350
Player 1,6850,350
Player 1,7200,500
Player 1,7700,500
Player 1,8200,1000
Player 1,9200,250
Player 1,9450,450
Player 1,9900,200
Player 2,0,500
Player 2,500,0
Player 2,500,0
Player 2,500,2100
Player 2,2600,0
Player 2,2600,0
Player 2,2600,1250
Player 2,3850,500
Player 2,4350,200
Player 2,4550,500
Player 2,5050,350
Player 2,5400,300
Player 2,5700,300
Player 2,6000,1100
Player 2,7100,250
Player 2,7350,550
Player 2,7900,400
Player 2,8300,550
Player 2,8850,150
Player 2,9000,350
Player 2,9350,0
Player 1,0,450
Player 1,450,400
Player 1,850,800
Player 1,1650,1050
Player 1,2700,250
Player 1,2950,1000
Player 1,3950,0
Player 1,3950,600
Player 1,4550,250
Player 1,4800,0
Player 1,4800,500
Player 1,5300,300
Player 1,5600,700
Player 1,6300,250
Player 1,6550,300
Player 1,6850,800
Player 1,7650,0
Player 1,7650,300
Player 1,7950,1400
Player 1,9350,200
Player 1,9550,250
Player 1,9800,400
Player 2,0,0
Player 2,0,500
Player 2,500,1000
Player 2,1500,250
Player 2,1750,700
Player 2,2450,1350
Player 2,3800,650
Player 2,4450,250
Player 2,4700,250
Player 2,4950,350
Player 2,5300,500
Player 2,5800,700
Player 2,6500,600
Player 2,7100,0
Player 2,7100,250
Player 2,7350,150
Player 2,7500,300
Player 2,7800,700
Player 2,8500,150
Player 2,8650,600
Player 2,9250,300
Player 1,0,600
Player 1,600,0
Player 1,600,400
Player 1,1000,400
Player 1,1400,200
Player 1,1600,400
Player 1,2000,0
Player 1,2000,300
Player 1,2300,450
Player 1,2750,200
Player 1,2950,150
Player 1,3100,450
Player 1,3550,300
Player 1,3850,300
Player 1,4150,950
Player 1,5100,600
Player 1,5700,600
Player 1,6300,500
Player 1,6800,400
Player 1,7200,450
Player 1,7650,450
Player 1,8100,500
Player 1,8600,500
Player 1,9100,350
Player 2,0,250
Player 2,250,0
Player 2,250,0
Player 2,250,500
Player 2,750,500
Player 2,1250,1100
Player 2,2350,0
Player 2,2350,550
Player 2,2900,700
Player 2,3600,600
Player 2,4200,400
Player 2,4600,0
Player 2,4600,400
Player 2,5000,450
Player 2,5450,200
Player 2,5650,200
Player 2,5850,1100
Player 2,6950,850
Player 2,7800,600
Player 2,8400,0
Player 2,8400,350
Player 2,8750,350
Player 2,9100,500
Player 2,9600,600
Player 1,0,400
Player 1,400,500
Player 1,900,200
Player 1,1100,200
Player 1,1300,0
Player 1,1300,1100
Player 1,2400,1100
Player 1,3500,350
Player 1,3850,250
Player 1,4100,0
Player 1,4100,0
Player 1,4100,450
Player 1,4550,300
Player 1,4850,800
Player 1,5650,400
Player 1,6050,750
Player 1,6800,600
Player 1,7400,250
Player 1,7650,0
Player 1,7650,300
Player 1,7950,200
Player 1,8150,150
Player 1,8300,0
Player 1,8300,150
Player 1,8450,1100
Player 1,9550,1050
Player 2,0,650
Player 2,650,550
Player 2,1200,450
Player 2,1650,500
Player 2,2150,400
Player 2,2550,0
Player 2,2550,500
Player 2,3050,700
Player 2,3750,0
Player 2,3750,300
Player 2,4050,0
Player 2,4050,300
Player 2,4350,0
Player 2,4350,600
Player 2,4950,750
Player 2,5700,350
Player 2,6050,400
Player 2,6450,0
Player 2,6450,200
Player 2,6650,700
Player 2,7350,700
Player 2,8050,650
Player 2,8700,300
Player 2,9000,250
Player 2,9250,300
Player 1,0,1000
Player 1,1000,0
Player 1,1000,400
Player 1,1400,450
Player 1,1850,450
Player 1,2300,1800
Player 1,4100,0
Player 1,4100,0
Player 1,4100,0
Player 1,4100,300
Player 1,4400,200
Player 1,4600,200
Player 1,4800,550
Player 1,5350,500
Player 1,5850,1100
Player 1,6950,400
Player 1,7350,150
Player 1,7500,250
Player 1,7750,1100
Player 1,8850,300
Player 2,0,500
Player 2,500,550
Player 2,1050,550
Player 2,1600,300
Player 2,1900,0
Player 2,1900,0
Player 2,1900,800
Player 2,2700,300
Player 2,3000,0
Player 2,3000,250
Player 2,3250,350
Player 2,3600,300
Player 2,3900,500
Player 2,4400,2100
Player 2,6500,600
Player 2,7100,350
Player 2,7450,250
Player 2,7700,1100
Player 2,8800,600
Player 2,9400,600
Player 1,0,400
Player 1,400,1000
Player 1,1400,1150
Player 1,2550,500
Player 1,3050,2050
Player 1,5100,0
Player 1,5100,700
Player 1,5800,1650
Player 1,7450,1000
Player 1,8450,400
Player 1,8850,0
Player 1,8850,500
Player 1,9350,700
Player 2,0,250
Player 2,250,650
Player 2,900,700
Player 2,1600,450
Player 2,2050,1000
Player 2,3050,0
Player 2,3050,650
Player 2,3700,700
Player 2,4400,200
Player 2,4600,350
Player 2,4950,500
Player 2,5450,1000
Player 1,0,350
Player 1,350,250
Player 1,600,600
Player 1,1200,350
Player 1,1550,0
Player 1,1550,0
Player 1,1550,400
Player 1,1950,1200
Player 1,3150,300
Player 1,3450,300
Player 1,3750,0
Player 1,3750,1000
Player 1,4750,200
Player 1,4950,450
Player 1,5400,350
Player 1,5750,650
Player 1,6400,400
Player 1,6800,350
Player 1,7150,400
Player 1,7550,0
Player 1,7550,350
Player 1,7900,1850
Player 1,9750,1000
Player 2,0,1000
Player 2,1000,300
Player 2,1300,300
Player 2,1600,500
Player 2,2100,0
Player 2,2100,0
Player 2,2100,400
Player 2,2500,200
Player 2,2700,400
Player 2,3100,350
Player 2,3450,1100
Player 2,4550,500
Player 2,5050,400
Player 2,5450,400
Player 2,5850,200
Player 2,6050,600
Player 2,6650,500
Player 2,7150,450
Player 2,7600,300
Player 2,7900,700
Player 2,8600,300
Player 2,8900,0
Player 1,0,400
Player 1,400,750
Player 1,1150,400
Player 1,1550,300
Player 1,1850,600
Player 1,2450,0
Player 1,2450,500
Player 1,2950,300
Player 1,3250,0
Player 1,3250,0
Player 1,3250,1550
Player 1,4800,450
Player 1,5250,0
Player 1,5250,650
Player 1,5900,1050
Player 1,6950,0
Player 1,6950,600
Player 1,7550,350
Player 1,7900,300
Player 1,8200,450
Player 1,8650,250
Player 1,8900,300
Player 1,9200,350
Player 1,9550,0
Player 1,9550,0
Player 1,9550,0
Player 1,9550,350
Player 2,0,400
Player 2,400,0
Player 2,400,250
Player 2,650,300
Player 2,950,0
Player 2,950,700
Player 2,1650,0
Player 2,1650,400
Player 2,2050,350
Player 2,2400,250
Player 2,2650,450
Player 2,3100,300
Player 2,3400,1200
Player 2,4600,500
Player 2,5100,300
Player 2,5400,0
Player 2,5400,400
Player 2,5800,550
Player 2,6350,300
Player 2,6650,700
Player 2,7350,300
Player 2,7650,600
Player 2,8250,350
Player 2,8600,350
Player 2,8950,400
Player 2,9350,350
Player 2,9700,400
Player 1,0,0
Player 1,0,600
Player 1,600,300
Player 1,900,300
Player 1,1200,0
Player 1,1200,0
Player 1,1200,250
Player 1,1450,400
Player 1,1850,1100
Player 1,2950,450
Player 1,3400,250
Player 1,3650,500
Player 1,4150,300
Player 1,4450,1800
Player 1,6250,0
Player 1,6250,150
Player 1,6400,300
Player 1,6700,700
Player 1,7400,0
Player 1,7400,0
Player 1,7400,500
Player 1,7900,350
Player 1,8250,200
Player 1,8450,500
Player 1,8950,800
Player 2,0,300
Player 2,300,350
Player 2,650,800
Player 2,1450,400
Player 2,1850,200
Player 2,2050,400
Player 2,2450,0
Player 2,2450,350
Player 2,2800,0
Player 2,2800,600
Player 2,3400,600
Player 2,4000,650
Player 2,4650,500
Player 2,5150,450
Player 2,5600,1000
Player 2,6600,200
Player 2,6800,550
Player 2,7350,400
Player 2,7750,350
Player 2,8100,300
Player 2,8400,300
Player 2,8700,250
Player 2,8950,250
Player 2,9200,300
Player 2,9500,1000
Player 1,0,350
Player 1,350,400
Player 1,750,300
Player 1,1050,200
Player 1,1250,400
Player 1,1650,500
Player 1,2150,600
Player 1,2750,500
Player 1,3250,400
Player 1,3650,250
Player 1,3900,900
Player 1,4800,250
Player 1,5050,450
Player 1,5500,900
Player 1,6400,1100
Player 1,7500,250
Player 1,7750,400
Player 1,8150,200
Player 1,8350,1850
Player 2,0,400
Player 2,400,1050
Player 2,1450,600
Player 2,2050,200
Player 2,2250,1100
Player 2,3350,300
Player 2,3650,750
Player 2,4400,300
Player 2,4700,750
Player 2,5450,0
Player 2,5450,1050
Player 2,6500,300
Player 2,6800,0
Player 2,6800,600
Player 2,7400,150
Player 2,7550,0
Player 2,7550,0
Player 2,7550,400
Player 1,0,500
Player 1,500,200
Player 1,700,400
Player 1,1100,200
Player 1,1300,1100
Player 1,2400,500
Player 1,2900,0
Player 1,2900,0
Player 1,2900,300
Player 1,3200,750
Player 1,3950,300
Player 1,4250,550
Player 1,4800,700
Player 1,5500,400
Player 1,5900,250
Player 1,6150,1000
Player 2,0,950
Player 2,950,600
Player 2,1550,700
Player 2,2250,400
Player 2,2650,850
Player 2,3500,500
Player 2,4000,400
Player 2,4400,950
Player 2,5350,0
Player 2,5350,800
Player 2,6150,800
Player 2,6950,950
Player 2,7900,1400
Player 2,9300,200
Player 2,9500,0
Player 2,9500,800
Player 1,0,700
Player 1,700,0
Player 1,700,1050
Player 1,1750,0
Player 1,1750,1350
Player 1,3100,600
Player 1,3700,300
Player 1,4000,1150
Player 1,5150,300
Player 1,5450,0
Player 1,5450,300
Player 1,5750,0
Player 1,5750,250
Player 1,6000,450
Player 1,6450,250
Player 1,6700,0
Player 1,6700,400
Player 1,7100,450
Player 2,0,1200
Player 2,1200,1750
Player 2,2950,0
Player 2,2950,600
Player 2,3550,350
Player 2,3900,1050
Player 2,4950,350
Player 2,5300,200
Player 2,5500,600
Player 2,6100,500
Player 2,6600,1200
Player 2,7800,0
Player 2,7800,250
Player 2,8050,1550
Player 2,9600,300
Player 2,9900,0
Player 2,9900,0
Player 2,9900,400
Player 1,0,500
Player 1,500,500
Player 1,1000,950
Player 1,1950,900
Player 1,2850,750
Player 1,3600,200
Player 1,3800,450
Player 1,4250,600
Player 1,4850,1000
Player 1,5850,600
Player 1,6450,0
Player 1,6450,800
Player 1,7250,700
Player 1,7950,0
Player 1,7950,700
Player 1,8650,0
Player 1,8650,0
Player 1,8650,200
Player 1,8850,0
Player 1,8850,0
Player 1,8850,0
Player 1,8850,600
Player 1,9450,1100
Player 2,0,350
Player 2,350,0
Player 2,350,300
Player 2,650,500
Player 2,1150,500
Player 2,1650,350
Player 2,2000,200
Player 2,2200,300
Player 2,2500,800
Player 2,3300,0
Player 2,3300,500
Player 2,3800,1000
Player 2,4800,500
Player 2,5300,400
Player 2,5700,0
Player 2,5700,200
Player 2,5900,0
Player 2,5900,400
Player 2,6300,1000
Player 2,7300,0
Player 2,7300,1100
Player 2,8400,350
Player 1,0,650
Player 1,650,600
Player 1,1250,300
Player 1,1550,1050
Player 1,2600,700
Player 1,3300,0
Player 1,3300,350
Player 1,3650,200
Player 1,3850,750
Player 1,4600,500
Player 1,5100,800
Player 1,5900,1100
Player 1,7000,150
Player 1,7150,1450
Player 1,8600,1000
Player 1,9600,1050
Player 2,0,450
Player 2,450,0
Player 2,450,300
Player 2,750,350
Player 2,1100,300
Player 2,1400,1050
Player 2,2450,1150
Player 2,3600,700
Player 2,4300,800
Player 2,5100,1050
Player 2,6150,400
Player 2,6550,250
Player 2,6800,500
Player 2,7300,300
Player 2,7600,700
Player 1,0,450
Player 1,450,600
Player 1,1050,350
Player 1,1400,350
Player 1,1750,150
Player 1,1900,0
Player 1,1900,1050
Player 1,2950,300
Player 1,3250,0
Player 1,3250,250
Player 1,3500,500
Player 1,4000,0
Player 1,4000,450
Player 1,4450,300
Player 1,4750,350
Player 1,5100,450
Player 1,5550,500
Player 1,6050,700
Player 1,6750,500
Player 1,7250,350
Player 1,7600,300
Player 1,7900,0
Player 2,0,500
Player 2,500,1200
Player 2,1700,200
Player 2,1900,1400
Player 2,3300,0
Player 2,3300,600
Player 2,3900,350
Player 2,4250,400
Player 2,4650,300
Player 2,4950,450
Player 2,5400,200
Player 2,5600,300
Player 2,5900,500
Player 2,6400,500
Player 2,6900,500
Player 2,7400,300
Player 2,7700,350
Player 2,8050,250
Player 2,8300,600
Player 2,8900,250
Player 2,9150,450
Player 2,9600,600
Player 1,0,700
Player 1,700,300
Player 1,1000,200
Player 1,1200,450
Player 1,1650,400
Player 1,2050,500
Player 1,2550,0
Player 1,2550,250
Player 1,2800,0
Player 1,2800,250
Player 1,3050,250
Player 1,3300,300
Player 1,3600,600
Player 1,4200,650
Player 1,4850,300
Player 1,5150,450
Player 1,5600,450
Player 1,6050,300
Player 1,6350,1050
Player 1,7400,450
Player 1,7850,1000
Player 1,8850,450
Player 1,9300,450
Player 2,0,400
Player 2,400,300
Player 2,700,400
Player 2,1100,450
Player 2,1550,300
Player 2,1850,350
Player 2,2200,250
Player 2,2450,600
Player 2,3050,650
Player 2,3700,550
Player 2,4250,400
Player 2,4650,500
Player 2,5150,500
Player 2,5650,1000
Player 2,6650,0
Player 2,6650,700
Player 2,7350,450
Player 2,7800,0
Player 2,7800,700
Player 2,8500,0
Player 2,8500,400
Player 2,8900,1050
Player 2,9950,700
Player 1,0,0
Player 1,0,450
Player 1,450,400
Player 1,850,350
Player 1,1200,400
Player 1,1600,200
Player 1,1800,350
Player 1,2150,150
Player 1,2300,850
Player 1,3150,0
Player 1,3150,0
Player 1,3150,0
Player 1,3150,600
Player 1,3750,0
Player 1,3750,550
Player 1,4300,250
Player 1,4550,300
Player 2,0,450
Player 2,450,450
Player 2,900,400
Player 2,1300,300
Player 2,1600,400
Player 2,2000,700
Player 2,2700,1000
Player 2,3700,300
Player 2,4000,750
Player 2,4750,0
Player 2,4750,650
Player 2,5400,500
Player 2,5900,2400
Player 2,8300,1050
Player 2,9350,0
Player 2,9350,0
Player 2,9350,1100
Player 1,0,350
Player 1,350,350
Player 1,700,400
Player 1,1100,0
Player 1,1100,600
Player 1,1700,500
Player 1,2200,400
Player 1,2600,650
Player 1,3250,1150
Player 1,4400,850
Player 1,5250,350
Player 1,5600,200
Player 1,5800,0
Player 1,5800,200
Player 1,6000,250
Player 1,6250,350
Player 1,6600,1100
Player 1,7700,600
Player 2,0,700
Player 2,700,400
Player 2,1100,600
Player 2,1700,1000
Player 2,2700,0
Player 2,2700,400
Player 2,3100,400
Player 2,3500,650
Player 2,4150,250
Player 2,4400,650
Player 2,5050,250
Player 2,5300,350
Player 2,5650,1100
Player 2,6750,750
Player 2,7500,1050
Player 2,8550,650
Player 2,9200,450
Player 2,9650,850
Player 1,0,500
Player 1,500,600
Player 1,1100,450
Player 1,1550,750
Player 1,2300,250
Player 1,2550,400
Player 1,2950,300
Player 1,3250,300
Player 1,3550,0
Player 1,3550,300
Player 1,3850,300
Player 1,4150,0
Player 1,4150,650
Player 1,4800,400
Player 1,5200,250
Player 1,5450,600
Player 1,6050,450
Player 1,6500,1000
Player 1,7500,0
Player 1,7500,400
Player 1,7900,350
Player 1,8250,1100
Player 1,9350,300
Player 1,9650,150
Player 2,0,400
Player 2,400,250
Player 2,650,400
Player 2,1050,350
Player 2,1400,400
Player 2,1800,300
Player 2,2100,800
Player 2,2900,300
Player 2,3200,250
Player 2,3450,1000
Player 2,4450,1000
Player 2,5450,700
Player 2,6150,0
Player 2,6150,400
Player 2,6550,850
Player 2,7400,0
Player 2,7400,450
Player 2,7850,250
Player 2,8100,250
Player 2,8350,300
Player 2,8650,350
Player 2,9000,0
Player 2,9000,700
Player 2,9700,1100
Player 1,0,0
Player 1,0,500
Player 1,500,1050
Player 1,1550,600
Player 1,2150,700
Player 1,2850,0
Player 1,2850,200
Player 1,3050,600
Player 1,3650,800
Player 1,4450,300
Player 1,4750,1100
Player 1,5850,250
Player 1,6100,600
Player 1,6700,0
Player 1,6700,150
Player 1,6850,450
Player 1,7300,850
Player 1,8150,300
Player 1,8450,500
Player 2,0,0
Player 2,0,500
Player 2,500,850
Player 2,1350,400
Player 2,1750,300
Player 2,2050,600
Player 2,2650,400
Player 2,3050,900
Player 2,3950,650
Player 2,4600,550
Player 2,5150,400
Player 2,5550,0
Player 2,5550,1100
Player 2,6650,300
Player 2,6950,500
Player 2,7450,350
Player 2,7800,300
Player 2,8100,1050
Player 2,9150,1000
Player 1,0,500
Player 1,500,1250
Player 1,1750,1200
Player 1,2950,400
Player 1,3350,800
Player 1,4150,1100
Player 1,5250,500
Player 1,5750,350
Player 1,6100,250
Player 1,6350,600
Player 1,6950,150
Player 1,7100,700
Player 1,7800,250
Player 1,8050,1050
Player 1,9100,350
Player 1,9450,350
Player 1,9800,200
Player 2,0,250
Player 2,250,700
Player 2,950,1200
Player 2,2150,2150
Player 2,4300,250
Player 2,4550,250
Player 2,4800,550
Player 2,5350,700
Player 2,6050,250
Player 2,6300,700
Player 2,7000,500
Player 2,7500,450
Player 2,7950,500
Player 2,8450,350
Player 2,8800,0
Player 2,8800,1050
Player 1,0,800
Player 1,800,250
Player 1,1050,400
Player 1,1450,450
Player 1,1900,600
Player 1,2500,900
Player 1,3400,300
Player 1,3700,0
Player 1,3700,1100
Player 1,4800,600
Player 1,5400,350
Player 1,5750,0
Player 1,5750,750
Player 1,6500,1100
Player 1,7600,650
Player 1,8250,1000
Player 1,9250,300
Player 1,9550,1650
Player 2,0,0
Player 2,0,0
Player 2,0,200
Player 2,200,450
Player 2,650,650
Player 2,1300,700
Player 2,2000,0
Player 2,2000,1050
Player 2,3050,0
Player 2,3050,250
Player 2,3300,350
Player 2,3650,450
Player 2,4100,0
Player 2,4100,1050
Player 2,5150,350
Player 2,5500,300
Player 2,5800,300
Player 1,0,700
Player 1,700,700
Player 1,1400,700
Player 1,2100,1450
Player 1,3550,0
Player 1,3550,300
Player 1,3850,600
Player 1,4450,0
Player 1,4450,550
Player 1,5000,550
Player 1,5550,400
Player 1,5950,0
Player 1,5950,650
Player 1,6600,0
Player 1,6600,1450
Player 1,8050,700
Player 1,8750,0
Player 1,8750,450
Player 1,9200,0
Player 1,9200,0
Player 1,9200,350
Player 1,9550,700
Player 2,0,300
Player 2,300,600
Player 2,900,400
Player 2,1300,0
Player 2,1300,500
Player 2,1800,400
Player 2,2200,200
Player 2,2400,250
Player 2,2650,350
Player 2,3000,0
Player 2,3000,0
Player 2,3000,600
Player 2,3600,250
Player 2,3850,300
Player 2,4150,400
Player 2,4550,300
Player 2,4850,250
Player 2,5100,300
Player 2,5400,600
Player 2,6000,0
Player 2,6000,200
Player 1,0,1050
Player 1,1050,750
Player 1,1800,400
Player 1,2200,600
Player 1,2800,0
Player 1,2800,850
Player 1,3650,600
Player 1,4250,450
Player 1,4700,350
Player 1,5050,0
Player 1,5050,0
Player 1,5050,1100
Player 1,6150,300
Player 1,6450,300
Player 1,6750,600
Player 1,7350,400
Player 1,7750,2000
Player 1,9750,0
Player 1,9750,800
Player 2,0,1000
Player 2,1000,0
Player 2,1000,600
Player 2,1600,600
Player 2,2200,350
Player 2,2550,700
Player 2,3250,350
Player 2,3600,300
Player 2,3900,450
Player 2,4350,300
Player 2,4650,250
Player 2,4900,350
Player 2,5250,400
Player 2,5650,0
Player 2,5650,300
Player 2,5950,300
Player 2,6250,950
Player 2,7200,0
Player 1,0,600
Player 1,600,350
Player 1,950,200
Player 1,1150,350
Player 1,1500,0
Player 1,1500,350
Player 1,1850,400
Player 1,2250,400
Player 1,2650,1250
Player 1,3900,300
Player 1,4200,1400
Player 1,5600,0
Player 1,5600,250
Player 1,5850,0
Player 1,5850,350
Player 1,6200,250
Player 1,6450,500
Player 1,6950,0
Player 1,6950,500
Player 1,7450,0
Player 2,0,200
Player 2,200,1200
Player 2,1400,350
Player 2,1750,550
Player 2,2300,300
Player 2,2600,250
Player 2,2850,400
Player 2,3250,650
Player 2,3900,250
Player 2,4150,350
Player 2,4500,1500
Player 2,6000,1050
Player 2,7050,0
Player 2,7050,450
Player 2,7500,300
Player 2,7800,0
Player 2,7800,1100
Player 2,8900,350
Player 2,9250,350
Player 2,9600,500
Player 1,0,500
Player 1,500,0
Player 1,500,1000
Player 1,1500,600
Player 1,2100,250
Player 1,2350,0
Player 1,2350,0
Player 1,2350,0
Player 1,2350,300
Player 1,2650,250
Player 1,2900,400
Player 1,3300,550
Player 1,3850,1450
Player 1,5300,0
Player 1,5300,600
Player 1,5900,0
Player 1,5900,600
Player 1,6500,0
Player 1,6500,0
Player 1,6500,450
Player 1,6950,500
Player 2,0,0
Player 2,0,450
Player 2,450,1000
Player 2,1450,550
Player 2,2000,300
Player 2,2300,1050
Player 2,3350,0
Player 2,3350,450
Player 2,3800,500
Player 2,4300,1250
Player 2,5550,0
Player 2,5550,400
Player 2,5950,350
Player 2,6300,800
Player 2,7100,350
Player 2,7450,350
Player 2,7800,650
Player 2,8450,600
Player 2,9050,600
Player 2,9650,0
Player 2,9650,550
Player 1,0,200
Player 1,200,400
Player 1,600,450
Player 1,1050,500
Player 1,1550,600
Player 1,2150,1200
Player 1,3350,0
Player 1,3350,200
Player 1,3550,1250
Player 1,4800,0
Player 1,4800,450
Player 1,5250,250
Player 1,5500,1200
Player 1,6700,0
Player 1,6700,300
Player 1,7000,1100
Player 1,8100,1850
Player 1,9950,0
Player 1,9950,1050
Player 2,0,1050
Player 2,1050,1100
Player 2,2150,800
Player 2,2950,0
Player 2,2950,0
Player 2,2950,300
Player 2,3250,600
Player 2,3850,300
Player 2,4150,200
Player 2,4350,600
Player 2,4950,250
Player 2,5200,800
Player 2,6000,0
Player 2,6000,500
Player 2,6500,150
Player 2,6650,350
Player 2,7000,400
Player 2,7400,650
Player 1,0,800
Player 1,800,450
Player 1,1250,0
Player 1,1250,450
Player 1,1700,400
Player 1,2100,250
Player 1,2350,400
Player 1,2750,500
Player 1,3250,300
Player 1,3550,700
Player 1,4250,450
Player 1,4700,650
Player 1,5350,0
Player 1,5350,250
Player 1,5600,0
Player 1,5600,150
Player 1,5750,250
Player 1,6000,600
Player 1,6600,350
Player 1,6950,1150
Player 1,8100,300
Player 1,8400,300
Player 2,0,900
Player 2,900,0
Player 2,900,450
Player 2,1350,0
Player 2,1350,0
Player 2,1350,1000
Player 2,2350,600
Player 2,2950,500
Player 2,3450,350
Player 2,3800,0
Player 2,3800,1000
Player 2,4800,350
Player 2,5150,600
Player 2,5750,500
Player 2,6250,350
Player 2,6600,750
Player 2,7350,0
Player 2,7350,650
Player 2,8000,500
Player 2,8500,300
Player 2,8800,200
Player 2,9000,1000
Player 1,0,550
Player 1,550,300
Player 1,850,3600
Player 1,4450,350
Player 1,4800,0
Player 1,4800,600
Player 1,5400,0
Player 1,5400,0
Player 1,5400,750
Player 1,6150,1600
Player 1,7750,0
Player 1,7750,0
Player 1,7750,550
Player 1,8300,0
Player 1,8300,300
Player 1,8600,600
Player 1,9200,200
Player 1,9400,1050
Player 2,0,600
Player 2,600,0
Player 2,600,550
Player 2,1150,0
Player 2,1150,500
Player 2,1650,450
Player 2,2100,500
Player 2,2600,0
Player 2,2600,250
Player 2,2850,0
Player 2,2850,2000
Player 2,4850,350
Player 2,5200,250
Player 2,5450,700
Player 2,6150,950
Player 2,7100,1200
Player 2,8300,600
Player 1,0,350
Player 1,350,0
Player 1,350,1200
Player 1,1550,950
Player 1,2500,350
Player 1,2850,400
Player 1,3250,0
Player 1,3250,200
Player 1,3450,250
Player 1,3700,350
Player 1,4050,650
Player 1,4700,450
Player 1,5150,300
Player 1,5450,600
Player 1,6050,300
Player 1,6350,750
Player 1,7100,850
Player 1,7950,600
Player 1,8550,1200
Player 1,9750,0
Player 1,9750,0
Player 1,9750,500
Player 2,0,300
Player 2,300,200
Player 2,500,550
Player 2,1050,400
Player 2,1450,200
Player 2,1650,0
Player 2,1650,0
Player 2,1650,550
Player 2,2200,350
Player 2,2550,200
Player 2,2750,300
Player 2,3050,400
Player 2,3450,300
Player 2,3750,0
Player 2,3750,300
Player 2,4050,400
Player 2,4450,1100
Player 2,5550,250
Player 2,5800,0
Player 2,5800,450
Player 2,6250,0
Player 1,0,550
Player 1,550,0
Player 1,550,250
Player 1,800,0
Player 1,800,350
Player 1,1150,0
Player 1,1150,250
Player 1,1400,400
Player 1,1800,700
Player 1,2500,450
Player 1,2950,400
Player 1,3350,300
Player 1,3650,650
Player 1,4300,950
Player 1,5250,400
Player 1,5650,200
Player 1,5850,500
Player 1,6350,400
Player 1,6750,1050
Player 1,7800,500
Player 1,8300,550
Player 2,0,0
Player 2,0,350
Player 2,350,500
Player 2,850,2150
Player 2,3000,300
Player 2,3300,550
Player 2,3850,250
Player 2,4100,500
Player 2,4600,700
Player 2,5300,200
Player 2,5500,0
Player 2,5500,1450
Player 2,6950,0
Player 2,6950,1450
Player 2,8400,400
Player 2,8800,0
Player 2,8800,0
Player 2,8800,300
Player 2,9100,500
Player 2,9600,200
Player 2,9800,1300
Player 1,0,350
Player 1,350,1000
Player 1,1350,300
Player 1,1650,1000
Player 1,2650,250
Player 1,2900,450
Player 1,3350,500
Player 1,3850,1000
Player 1,4850,400
Player 1,5250,650
Player 1,5900,300
Player 1,6200,350
Player 1,6550,400
Player 1,6950,500
Player 1,7450,800
Player 1,8250,0
Player 1,8250,0
Player 1,8250,250
Player 1,8500,1100
Player 2,0,1050
Player 2,1050,450
Player 2,1500,350
Player 2,1850,0
Player 2,1850,1050
Player 2,2900,200
Player 2,3100,1050
Player 2,4150,1050
Player 2,5200,250
Player 2,5450,600
Player 2,6050,1000
Player 2,7050,600
Player 2,7650,150
Player 2,7800,1050
Player 2,8850,250
Player 2,9100,300
Player 2,9400,250
Player 2,9650,0
Player 2,9650,600
Player 1,0,0
Player 1,0,800
Player 1,800,0
Player 1,800,400
Player 1,1200,300
Player 1,1500,0
Player 1,1500,0
Player 1,1500,950
Player 1,2450,600
Player 1,3050,300
Player 1,3350,1800
Player 1,5150,0
Player 1,5150,200
Player 1,5350,350
Player 1,5700,450
Player 1,6150,300
Player 1,6450,750
Player 1,7200,1800
Player 1,9000,450
Player 1,9450,0
Player 1,9450,0
Player 1,9450,500
Player 1,9950,300
Player 2,0,500
Player 2,500,0
Player 2,500,450
Player 2,950,0
Player 2,950,400
Player 2,1350,400
Player 2,1750,0
Player 2,1750,0
Player 2,1750,900
Player 2,2650,300
Player 2,2950,250
Player 2,3200,400
Player 2,3600,400
Player 2,4000,500
Player 2,4500,600
Player 2,5100,0
Player 2,5100,600
Player 2,5700,1150
Player 2,6850,0
Player 2,6850,1100
Player 2,7950,250
Player 2,8200,750
Player 1,0,0
Player 1,0,300
Player 1,300,350
Player 1,650,250
Player 1,900,600
Player 1,1500,350
Player 1,1850,1000
Player 1,2850,300
Player 1,3150,550
Player 1,3700,350
Player 1,4050,250
Player 1,4300,300
Player 1,4600,0
Player 1,4600,350
Player 1,4950,350
Player 1,5300,700
Player 1,6000,250
Player 1,6250,300
Player 1,6550,500
Player 2,0,1850
Player 2,1850,300
Player 2,2150,1000
Player 2,3150,300
Player 2,3450,750
Player 2,4200,250
Player 2,4450,600
