Side,Total Score,Turn Score
Player 2,9400,700
Player 1,0,200
Player 1,200,600
Player 1,800,300
Player 1,1100,800
Player 1,1900,400
Player 1,2300,0
Player 1,2300,300
Player 1,2600,450
Player 1,3050,0
Player 1,3050,300
Player 1,3350,600
Player 1,3950,0
Player 1,3950,400
Player 1,4350,450
Player 1,4800,0
Player 1,4800,700
Player 1,5500,1050
Player 2,0,350
Player 2,350,300
Player 2,650,1100
Player 2,1750,300
Player 2,2050,300
Player 2,2350,800
Player 2,3150,350
Player 2,3500,1600
Player 2,5100,300
Player 2,5400,350
Player 2,5750,1000
Player 2,6750,450
Player 2,7200,1100
Player 2,8300,600
Player 2,8900,800
Player 2,9700,0
Player 2,9700,400
Player 1,0,500
Player 1,500,0
Player 1,500,400
Player 1,900,400
Player 1,1300,650
Player 1,1950,200
Player 1,2150,400
Player 1,2550,150
Player 1,2700,500
Player 1,3200,0
Player 1,3200,1650
Player 1,4850,300
Player 1,5150,400
Player 1,5550,300
Player 1,5850,200
Player 1,6050,1450
Player 1,7500,1100
Player 1,8600,250
Player 1,8850,1200
Player 2,0,650
Player 2,650,1150
Player 2,1800,450
Player 2,2250,0
Player 2,2250,300
Player 2,2550,550
Player 2,3100,900
Player 2,4000,1300
Player 2,5300,0
Player 2,5300,350
Player 2,5650,300
Player 2,5950,500
Player 2,6450,250
Player 2,6700,1050
Player 2,7750,250
Player 2,8000,0
Player 2,8000,300
Player 2,8300,300
Player 1,0,500
Player 1,500,250
Player 1,750,300
Player 1,1050,600
Player 1,1650,350
Player 1,2000,750
Player 1,2750,300
Player 1,3050,400
Player 1,3450,400
Player 1,3850,450
Player 1,4300,800
Player 1,5100,0
Player 1,5100,0
Player 1,5100,0
Player 1,5100,400
Player 2,0,1350
Player 2,1350,500
Player 2,1850,500
Player 2,2350,500
Player 2,2850,250
Player 2,3100,0
Player 2,3100,300
Player 2,3400,600
Player 2,4000,1400
Player 2,5400,300
Player 2,5700,450
Player 2,6150,850
Player 2,7000,1900
Player 2,8900,0
Player 2,8900,1350
Player 1,0,0
Player 1,0,300
Player 1,300,400
Player 1,700,250
Player 1,950,500
Player 1,1450,1100
Player 1,2550,400
Player 1,2950,400
Player 1,3350,800
Player 1,4150,250
Player 1,4400,1000
Player 1,5400,950
Player 1,6350,1000
Player 1,7350,750
Player 1,8100,500
Player 1,8600,0
Player 1,8600,0
Player 1,8600,1150
Player 1,9750,1700
Player 2,0,750
Player 2,750,350
Player 2,1100,200
Player 2,1300,0
Player 2,1300,300
Player 2,1600,0
Player 2,1600,300
Player 2,1900,450
Player 2,2350,350
Player 2,2700,300
Player 2,3000,0
Player 2,3000,350
Player 2,3350,350
Player 2,3700,1000
Player 2,4700,500
Player 2,5200,250
Player 2,5450,0
Player 2,5450,600
Player 1,0,1100
Player 1,1100,200
Player 1,1300,250
Player 1,1550,350
Player 1,1900,500
Player 1,2400,1000
Player 1,3400,1600
Player 1,5000,0
Player 1,5000,250
Player 1,5250,300
Player 1,5550,1150
Player 1,6700,400
Player 1,7100,0
Player 1,7100,350
Player 1,7450,1100
Player 1,8550,800
Player 1,9350,1200
Player 2,0,250
Player 2,250,1350
Player 2,1600,450
Player 2,2050,0
Player 2,2050,1100
Player 2,3150,0
Player 2,3150,250
Player 2,3400,1650
Player 2,5050,400
Player 2,5450,1100
Player 2,6550,500
Player 2,7050,400
Player 2,7450,0
Player 2,7450,200
Player 2,7650,300
Player 2,7950,350
Player 1,0,350
Player 1,350,500
Player 1,850,500
Player 1,1350,350
Player 1,1700,1000
Player 1,2700,500
Player 1,3200,500
Player 1,3700,350
Player 1,4050,1000
Player 1,5050,400
Player 1,5450,600
Player 1,6050,800
Player 1,6850,250
Player 1,7100,250
Player 1,7350,1100
Player 1,8450,800
Player 1,9250,550
Player 1,9800,0
Player 1,9800,450
Player 2,0,300
Player 2,300,1100
Player 2,1400,350
Player 2,1750,0
Player 2,1750,300
Player 2,2050,0
Player 2,2050,1100
Player 2,3150,350
Player 2,3500,300
Player 2,3800,600
Player 2,4400,0
Player 2,4400,0
Player 2,4400,200
Player 2,4600,200
Player 2,4800,250
Player 2,5050,450
Player 2,5500,0
Player 2,5500,450
Player 1,0,600
Player 1,600,400
Player 1,1000,0
Player 1,1000,250
Player 1,1250,250
Player 1,1500,600
Player 1,2100,700
Player 1,2800,1050
Player 1,3850,900
Player 1,4750,550
Player 1,5300,500
Player 1,5800,350
Player 1,6150,300
Player 1,6450,500
Player 1,6950,300
Player 1,7250,650
Player 1,7900,400
Player 2,0,600
Player 2,600,300
Player 2,900,0
Player 2,900,1150
Player 2,2050,0
Player 2,2050,750
Player 2,2800,1050
Player 2,3850,450
Player 2,4300,1100
Player 2,5400,1250
Player 2,6650,400
Player 2,7050,500
Player 2,7550,0
Player 2,7550,500
Player 2,8050,1200
Player 2,9250,250
Player 2,9500,500
Player 1,0,0
Player 1,0,0
Player 1,0,650
Player 1,650,700
Player 1,1350,250
Player 1,1600,450
Player 1,2050,300
Player 1,2350,600
Player 1,2950,450
Player 1,3400,850
Player 1,4250,300
Player 1,4550,750
Player 1,5300,250
Player 1,5550,300
Player 1,5850,250
Player 1,6100,350
Player 1,6450,300
Player 1,6750,0
Player 1,6750,0
Player 1,6750,250
Player 1,7000,0
Player 1,7000,900
Player 1,7900,400
Player 1,8300,650
Player 1,8950,0
Player 1,8950,600
Player 1,9550,300
Player 1,9850,0
Player 2,0,750
Player 2,750,0
Player 2,750,350
Player 2,1100,500
Player 2,1600,500
Player 2,2100,500
Player 2,2600,600
Player 2,3200,600
Player 2,3800,0
Player 2,3800,650
Player 2,4450,1100
Player 2,5550,0
Player 2,5550,400
Player 2,5950,300
Player 2,6250,300
Player 2,6550,250
Player 2,6800,150
Player 2,6950,250
Player 2,7200,250
Player 2,7450,500
Player 2,7950,450
Player 2,8400,150
Player 2,8550,350
Player 2,8900,300
Player 2,9200,300
Player 2,9500,300
Player 2,9800,150
Player 2,9950,250
Player 1,0,600
Player 1,600,600
Player 1,1200,1050
Player 1,2250,200
Player 1,2450,1100
Player 1,3550,200
Player 1,3750,250
Player 1,4000,0
Player 1,4000,450
Player 1,4450,1050
Player 1,5500,0
Player 1,5500,500
Player 1,6000,0
Player 1,6000,200
Player 1,6200,400
Player 1,6600,150
Player 1,6750,350
Player 1,7100,1550
Player 1,8650,400
Player 1,9050,600
Player 1,9650,0
Player 1,9650,600
Player 2,0,450
Player 2,450,0
Player 2,450,950
Player 2,1400,200
Player 2,1600,300
Player 2,1900,250
Player 2,2150,1100
Player 2,3250,300
Player 2,3550,250
Player 2,3800,350
Player 2,4150,0
Player 2,4150,1000
Player 2,5150,1250
Player 2,6400,0
Player 2,6400,1000
Player 2,7400,300
Player 2,7700,400
Player 2,8100,550
Player 2,8650,0
Player 2,8650,300
Player 2,8950,500
Player 1,0,600
Player 1,600,0
Player 1,600,1050
Player 1,1650,300
Player 1,1950,200
Player 1,2150,1000
Player 1,3150,1050
Player 1,4200,1000
Player 1,5200,300
Player 1,5500,1150
Player 1,6650,0
Player 1,6650,0
Player 1,6650,0
Player 1,6650,1150
Player 1,7800,600
Player 1,8400,0
Player 1,8400,250
Player 1,8650,650
Player 1,9300,400
Player 1,9700,1750
Player 2,0,500
Player 2,500,0
Player 2,500,450
Player 2,950,700
Player 2,1650,400
Player 2,2050,500
Player 2,2550,600
Player 2,3150,600
Player 2,3750,300
Player 2,4050,300
Player 2,4350,300
Player 2,4650,350
Player 2,5000,650
Player 2,5650,350
Player 2,6000,350
Player 2,6350,600
Player 2,6950,1350
Player 2,8300,1000
Player 2,9300,250
Player 1,0,600
Player 1,600,600
Player 1,1200,1000
Player 1,2200,1100
Player 1,3300,1150
Player 1,4450,400
Player 1,4850,1150
Player 1,6000,550
Player 1,6550,0
Player 1,6550,0
Player 1,6550,0
Player 1,6550,0
Player 1,6550,650
Player 1,7200,1050
Player 1,8250,0
Player 1,8250,1300
Player 1,9550,0
Player 1,9550,0
Player 1,9550,500
Player 2,0,0
Player 2,0,400
Player 2,400,250
Player 2,650,400
Player 2,1050,0
Player 2,1050,1050
Player 2,2100,300
Player 2,2400,350
Player 2,2750,0
Player 2,2750,0
Player 2,2750,400
Player 2,3150,1050
Player 2,4200,1200
Player 2,5400,400
Player 2,5800,0
Player 2,5800,400
Player 2,6200,350
Player 2,6550,700
Player 1,0,650
Player 1,650,450
Player 1,1100,200
Player 1,1300,250
Player 1,1550,700
Player 1,2250,250
Player 1,2500,450
Player 1,2950,300
Player 1,3250,350
Player 1,3600,300
Player 1,3900,950
Player 1,4850,850
Player 1,5700,400
Player 1,6100,350
Player 1,6450,600
Player 1,7050,1000
Player 1,8050,500
Player 1,8550,600
Player 1,9150,800
Player 2,0,400
Player 2,400,300
Player 2,700,700
Player 2,1400,350
Player 2,1750,1000
Player 2,2750,1000
Player 2,3750,700
Player 2,4450,0
Player 2,4450,550
Player 2,5000,950
Player 2,5950,300
Player 2,6250,1650
Player 2,7900,400
Player 2,8300,500
Player 2,8800,300
Player 2,9100,300
Player 2,9400,300
Player 2,9700,250
Player 2,9950,250
Player 1,0,850
Player 1,850,200
Player 1,1050,0
Player 1,1050,0
Player 1,1050,400
Player 1,1450,250
Player 1,1700,1000
Player 1,2700,0
Player 1,2700,450
Player 1,3150,350
Player 1,3500,0
Player 1,3500,750
Player 1,4250,300
Player 1,4550,0
Player 1,4550,450
Player 1,5000,0
Player 2,0,850
Player 2,850,0
Player 2,850,350
Player 2,1200,0
Player 2,1200,550
Player 2,1750,650
Player 2,2400,800
Player 2,3200,500
Player 2,3700,1050
Player 2,4750,1300
Player 2,6050,2400
Player 2,8450,0
Player 2,8450,400
Player 2,8850,400
Player 2,9250,600
Player 2,9850,1100
Player 1,0,750
Player 1,750,0
Player 1,750,550
Player 1,1300,600
Player 1,1900,450
Player 1,2350,1100
Player 1,3450,400
Player 1,3850,0
Player 1,3850,650
Player 1,4500,350
Player 1,4850,250
Player 1,5100,400
Player 1,5500,550
Player 1,6050,300
Player 1,6350,2150
Player 1,8500,0
Player 1,8500,750
Player 1,9250,1050
Player 2,0,500
Player 2,500,1000
Player 2,1500,350
Player 2,1850,400
Player 2,2250,250
Player 2,2500,200
Player 2,2700,350
Player 2,3050,0
Player 2,3050,350
Player 2,3400,0
Player 2,3400,200
Player 2,3600,300
Player 2,3900,1000
Player 2,4900,750
Player 2,5650,250
Player 2,5900,0
Player 2,5900,700
Player 1,0,400
Player 1,400,1100
Player 1,1500,1000
Player 1,2500,650
Player 1,3150,0
Player 1,3150,500
Player 1,3650,0
Player 1,3650,0
Player 1,3650,250
Player 1,3900,350
Player 1,4250,200
Player 1,4450,400
Player 1,4850,0
Player 1,4850,300
Player 1,5150,500
Player 1,5650,650
Player 1,6300,300
Player 1,6600,0
Player 1,6600,700
Player 1,7300,400
Player 1,7700,150
Player 1,7850,800
Player 1,8650,0
Player 1,8650,600
Player 2,0,0
Player 2,0,450
Player 2,450,250
Player 2,700,0
Player 2,700,0
Player 2,700,350
Player 2,1050,2100
Player 2,3150,300
Player 2,3450,250
Player 2,3700,1000
Player 2,4700,1650
Player 2,6350,0
Player 2,6350,450
Player 2,6800,350
Player 2,7150,200
Player 2,7350,600
Player 2,7950,1050
Player 2,9000,0
Player 2,9000,350
Player 2,9350,300
Player 2,9650,0
Player 2,9650,250
Player 2,9900,0
Player 2,9900,250
Player 1,0,500
Player 1,500,300
Player 1,800,800
Player 1,1600,1000
Player 1,2600,500
Player 1,3100,350
Player 1,3450,350
Player 1,3800,500
Player 1,4300,250
Player 1,4550,1050
Player 1,5600,250
Player 1,5850,350
Player 1,6200,950
Player 1,7150,400
Player 1,7550,300
Player 1,7850,300
Player 1,8150,0
Player 2,0,1100
Player 2,1100,350
Player 2,1450,550
Player 2,2000,450
Player 2,2450,1100
Player 2,3550,300
Player 2,3850,600
Player 2,4450,300
Player 2,4750,1050
Player 2,5800,1000
Player 2,6800,650
Player 2,7450,600
Player 2,8050,600
Player 2,8650,300
Player 2,8950,750
Player 2,9700,0
Player 2,9700,300
Player 1,0,1000
Player 1,1000,400
Player 1,1400,250
Player 1,1650,800
Player 1,2450,350
Player 1,2800,1050
Player 1,3850,500
Player 1,4350,1100
Player 1,5450,500
Player 1,5950,1100
Player 1,7050,650
Player 1,7700,0
Player 1,7700,0
Player 1,7700,0
Player 1,7700,900
Player 1,8600,700
Player 1,9300,1000
Player 2,0,0
Player 2,0,0
Player 2,0,0
Player 2,0,0
Player 2,0,0
Player 2,0,700
Player 2,700,450
Player 2,1150,550
Player 2,1700,500
Player 2,2200,800
Player 2,3000,800
Player 2,3800,650
Player 2,4450,700
Player 2,5150,600
Player 2,5750,0
Player 2,5750,300
Player 1,0,450
Player 1,450,950
Player 1,1400,300
Player 1,1700,1050
Player 1,2750,250
Player 1,3000,350
Player 1,3350,500
Player 1,3850,250
Player 1,4100,250
Player 1,4350,300
Player 1,4650,500
Player 1,5150,700
Player 1,5850,300
Player 1,6150,800
Player 1,6950,500
Player 1,7450,0
Player 2,0,0
Player 2,0,650
Player 2,650,1000
Player 2,1650,700
Player 2,2350,1250
Player 2,3600,350
Player 2,3950,250
Player 2,4200,1100
Player 2,5300,250
Player 2,5550,400
Player 2,5950,700
Player 2,6650,850
Player 2,7500,1000
Player 2,8500,400
Player 2,8900,800
Player 2,9700,400
Player 1,0,200
Player 1,200,200
Player 1,400,0
Player 1,400,400
Player 1,800,300
Player 1,1100,450
Player 1,1550,650
Player 1,2200,450
Player 1,2650,0
Player 1,2650,250
Player 1,2900,1050
Player 1,3950,650
Player 1,4600,550
Player 1,5150,500
Player 1,5650,400
Player 1,6050,350
Player 1,6400,200
Player 1,6600,250
Player 1,6850,500
Player 1,7350,300
Player 1,7650,0
Player 2,0,450
Player 2,450,400
Player 2,850,450
Player 2,1300,600
Player 2,1900,250
Player 2,2150,1100
Player 2,3250,0
Player 2,3250,2050
Player 2,5300,600
Player 2,5900,0
Player 2,5900,600
Player 2,6500,0
Player 2,6500,200
Player 2,6700,550
Player 2,7250,300
Player 2,7550,0
Player 2,7550,300
Player 2,7850,300
Player 2,8150,450
Player 2,8600,1100
Player 2,9700,600
Player 1,0,550
Player 1,550,0
Player 1,550,500
Player 1,1050,450
Player 1,1500,500
Player 1,2000,950
Player 1,2950,400
Player 1,3350,450
Player 1,3800,0
Player 1,3800,350
Player 1,4150,250
Player 1,4400,350
Player 1,4750,350
Player 1,5100,650
Player 1,5750,550
Player 1,6300,350
Player 1,6650,200
Player 1,6850,0
Player 1,6850,300
Player 1,7150,500
Player 1,7650,1200
Player 1,8850,250
Player 2,0,400
Player 2,400,700
Player 2,1100,700
Player 2,1800,0
Player 2,1800,350
Player 2,2150,350
Player 2,2500,1000
Player 2,3500,200
Player 2,3700,400
Player 2,4100,500
Player 2,4600,200
Player 2,4800,300
Player 2,5100,250
Player 2,5350,350
Player 2,5700,650
Player 2,6350,200
Player 2,6550,0
Player 2,6550,300
Player 2,6850,550
Player 2,7400,300
Player 2,7700,500
Player 2,8200,3550
Player 1,0,350
Player 1,350,300
Player 1,650,600
Player 1,1250,650
Player 1,1900,1000
Player 1,2900,450
Player 1,3350,250
Player 1,3600,350
Player 1,3950,600
Player 1,4550,300
Player 1,4850,300
Player 1,5150,200
Player 1,5350,1150
Player 1,6500,600
Player 1,7100,300
Player 1,7400,0
Player 1,7400,1250
Player 1,8650,0
Player 1,8650,500
Player 1,9150,0
Player 1,9150,0
Player 1,9150,300
Player 1,9450,300
Player 1,9750,250
Player 2,0,350
Player 2,350,0
Player 2,350,0
Player 2,350,0
Player 2,350,450
Player 2,800,300
Player 2,1100,250
Player 2,1350,250
Player 2,1600,800
Player 2,2400,900
Player 2,3300,300
Player 2,3600,600
Player 2,4200,350
Player 2,4550,350
Player 2,4900,800
Player 2,5700,450
Player 2,6150,800
Player 2,6950,350
Player 2,7300,500
Player 2,7800,300
Player 2,8100,550
Player 2,8650,300
Player 2,8950,400
Player 1,0,500
Player 1,500,250
Player 1,750,300
Player 1,1050,0
Player 1,1050,550
Player 1,1600,450
Player 1,2050,0
Player 1,2050,400
Player 1,2450,0
Player 1,2450,300
Player 1,2750,0
Player 1,2750,800
Player 1,3550,350
Player 1,3900,450
Player 1,4350,700
Player 1,5050,400
Player 1,5450,400
Player 1,5850,450
Player 1,6300,300
Player 1,6600,350
Player 1,6950,500
Player 1,7450,0
Player 2,0,500
Player 2,500,200
Player 2,700,0
Player 2,700,1200
Player 2,1900,0
Player 2,1900,1050
Player 2,2950,400
Player 2,3350,350
Player 2,3700,0
Player 2,3700,350
Player 2,4050,550
Player 2,4600,300
Player 2,4900,1050
Player 2,5950,400
Player 2,6350,650
Player 2,7000,400
Player 2,7400,250
Player 2,7650,350
Player 2,8000,0
Player 2,8000,1050
Player 2,9050,500
Player 2,9550,750
Player 1,0,600
Player 1,600,300
Player 1,900,1100
Player 1,2000,0
Player 1,2000,550
Player 1,2550,700
Player 1,3250,300
Player 1,3550,350
Player 1,3900,300
Player 1,4200,450
Player 1,4650,0
Player 1,4650,400
Player 1,5050,300
Player 1,5350,500
Player 1,5850,500
Player 1,6350,0
Player 1,6350,600
Player 1,6950,250
Player 1,7200,0
Player 1,7200,400
Player 1,7600,150
Player 2,0,0
Player 2,0,300
Player 2,300,1300
Player 2,1600,1100
Player 2,2700,500
Player 2,3200,1200
Player 2,4400,0
Player 2,4400,200
Player 2,4600,1000
Player 2,5600,300
Player 2,5900,0
Player 2,5900,450
Player 2,6350,0
Player 2,6350,600
Player 2,6950,1050
Player 2,8000,0
Player 2,8000,600
Player 2,8600,1050
Player 2,9650,0
Player 2,9650,0
Player 2,9650,450
Player 1,0,250
Player 1,250,350
Player 1,600,200
Player 1,800,800
Player 1,1600,0
Player 1,1600,300
Player 1,1900,300
Player 1,2200,1100
Player 1,3300,300
Player 1,3600,0
Player 1,3600,500
Player 1,4100,550
Player 1,4650,400
Player 1,5050,0
Player 1,5050,300
Player 1,5350,500
Player 1,5850,750
Player 1,6600,200
Player 1,6800,200
Player 1,7000,300
Player 1,7300,150
Player 1,7450,950
Player 1,8400,300
Player 2,0,350
Player 2,350,400
Player 2,750,300
Player 2,1050,300
Player 2,1350,450
Player 2,1800,1200
Player 2,3000,1050
Player 2,4050,350
Player 2,4400,600
Player 2,5000,450
Player 2,5450,350
Player 2,5800,1100
Player 2,6900,0
Player 2,6900,0
Player 2,6900,700
Player 2,7600,600
Player 2,8200,400
Player 2,8600,200
Player 2,8800,350
Player 2,9150,0
Player 2,9150,300
Player 2,9450,350
Player 2,9800,1800
Player 1,0,300
Player 1,300,900
Player 1,1200,600
Player 1,1800,0
Player 1,1800,400
Player 1,2200,400
Player 1,2600,300
Player 1,2900,300
Player 1,3200,350
Player 1,3550,550
Player 1,4100,950
Player 1,5050,0
Player 1,5050,300
Player 1,5350,700
Player 1,6050,300
Player 1,6350,500
Player 1,6850,600
Player 1,7450,650
Player 1,8100,1100
Player 1,9200,700
Player 1,9900,0
Player 1,9900,0
Player 1,9900,500
Player 2,0,250
Player 2,250,400
Player 2,650,250
Player 2,900,1000
Player 2,1900,700
Player 2,2600,300
Player 2,2900,350
Player 2,3250,200
Player 2,3450,450
Player 2,3900,400
Player 2,4300,300
Player 2,4600,0
Player 2,4600,0
Player 2,4600,450
Player 2,5050,300
Player 2,5350,300
Player 2,5650,1000
Player 2,6650,350
Player 2,7000,350
Player 2,7350,150
Player 2,7500,350
Player 2,7850,1450
Player 1,0,0
Player 1,0,550
Player 1,550,400
Player 1,950,200
Player 1,1150,1000
Player 1,2150,300
Player 1,2450,0
Player 1,2450,450
Player 1,2900,1000
Player 1,3900,800
Player 1,4700,0
Player 1,4700,300
Player 1,5000,600
Player 1,5600,400
Player 1,6000,450
Player 1,6450,500
Player 1,6950,750
Player 1,7700,350
Player 2,0,1000
Player 2,1000,1000
Player 2,2000,650
Player 2,2650,1100
Player 2,3750,0
Player 2,3750,750
Player 2,4500,0
Player 2,4500,0
Player 2,4500,250
Player 2,4750,800
Player 2,5550,350
Player 2,5900,350
Player 2,6250,450
Player 2,6700,450
Player 2,7150,350
Player 2,7500,1050
Player 2,8550,800
Player 2,9350,1050
Player 1,0,1100
Player 1,1100,400
Player 1,1500,1100
Player 1,2600,1300
Player 1,3900,300
Player 1,4200,250
Player 1,4450,650
Player 1,5100,0
Player 1,5100,1700
Player 1,6800,550
Player 1,7350,800
Player 1,8150,450
Player 1,8600,500
Player 1,9100,0
Player 1,9100,700
Player 1,9800,1000
Player 2,0,0
Player 2,0,0
Player 2,0,450
Player 2,450,400
Player 2,850,1250
Player 2,2100,550
Player 2,2650,0
Player 2,2650,1000
Player 2,3650,1100
Player 2,4750,300
Player 2,5050,550
Player 2,5600,850
Player 2,6450,600
Player 2,7050,300
Player 2,7350,150
Player 1,0,400
Player 1,400,700
Player 1,1100,800
Player 1,1900,400
Player 1,2300,0
Player 1,2300,1700
Player 1,4000,300
Player 1,4300,450
Player 1,4750,600
Player 1,5350,0
Player 1,5350,250
Player 1,5600,550
Player 1,6150,0
Player 1,6150,250
Player 1,6400,700
Player 1,7100,500
Player 1,7600,400
Player 1,8000,450
Player 1,8450,650
Player 1,9100,450
Player 2,0,0
Player 2,0,600
Player 2,600,500
Player 2,1100,400
Player 2,1500,250
Player 2,1750,350
Player 2,2100,350
Player 2,2450,400
Player 2,2850,400
Player 2,3250,1500
Player 2,4750,1200
Player 2,5950,200
Player 2,6150,0
Player 2,6150,450
Player 2,6600,300
Player 2,6900,700
Player 2,7600,450
Player 2,8050,450
Player 2,8500,950
Player 2,9450,800
Player 1,0,850
Player 1,850,500
Player 1,1350,600
Player 1,1950,350
Player 1,2300,700
Player 1,3000,950
Player 1,3950,750
Player 1,4700,750
Player 1,5450,0
Player 1,5450,600
Player 1,6050,750
Player 1,6800,1000
Player 1,7800,1000
Player 1,8800,2100
Player 2,0,0
Player 2,0,250
Player 2,250,400
Player 2,650,0
Player 2,650,0
Player 2,650,650
Player 2,1300,600
Player 2,1900,350
Player 2,2250,800
Player 2,3050,300
Player 2,3350,450
Player 2,3800,0
Player 2,3800,500
Player 1,0,600
Player 1,600,500
Player 1,1100,700
Player 1,1800,900
Player 1,2700,300
Player 1,3000,700
Player 1,3700,450
Player 1,4150,300
Player 1,4450,400
Player 1,4850,200
Player 1,5050,0
Player 1,5050,1200
Player 1,6250,700
Player 1,6950,300
Player 1,7250,1050
Player 1,8300,0
Player 1,8300,0
Player 1,8300,250
Player 1,8550,350
Player 1,8900,350
Player 1,9250,400
Player 1,9650,0
Player 1,9650,550
Player 2,0,1100
Player 2,1100,450
Player 2,1550,500
Player 2,2050,0
Player 2,2050,800
Player 2,2850,0
Player 2,2850,650
Player 2,3500,250
Player 2,3750,250
Player 2,4000,500
Player 2,4500,400
Player 2,4900,0
Player 2,4900,200
Player 2,5100,0
Player 2,5100,0
Player 2,5100,1000
Player 2,6100,350
Player 2,6450,500
Player 2,6950,400
Player 2,7350,400
Player 2,7750,400
Player 2,8150,300
Player 1,0,400
Player 1,400,1100
Player 1,1500,400
Player 1,1900,400
Player 1,2300,0
Player 1,2300,1050
Player 1,3350,300
Player 1,3650,0
Player 1,3650,1150
Player 1,4800,350
Player 1,5150,600
Player 1,5750,300
Player 1,6050,150
Player 1,6200,650
Player 1,6850,700
Player 1,7550,1050
Player 1,8600,600
Player 1,9200,250
Player 1,9450,400
Player 2,0,1000
Player 2,1000,500
Player 2,1500,0
Player 2,1500,1150
Player 2,2650,0
Player 2,2650,400
Player 2,3050,1050
Player 2,4100,300
Player 2,4400,350
Player 2,4750,1150
Player 2,5900,500
Player 2,6400,300
Player 2,6700,350
Player 2,7050,300
Player 2,7350,500
Player 2,7850,300
Player 2,8150,300
Player 2,8450,1250
Player 2,9700,350
Player 1,0,700
Player 1,700,700
Player 1,1400,0
Player 1,1400,600
Player 1,2000,200
Player 1,2200,150
Player 1,2350,0
Player 1,2350,1350
Player 1,3700,0
Player 1,3700,500
Player 1,4200,250
Player 1,4450,550
Player 1,5000,250
Player 1,5250,300
Player 1,5550,0
Player 1,5550,500
Player 1,6050,300
Player 1,6350,300
Player 1,6650,1200
Player 1,7850,1250
Player 2,0,1200
Player 2,1200,350
Player 2,1550,600
Player 2,2150,800
Player 2,2950,550
Player 2,3500,500
Player 2,4000,300
Player 2,4300,1000
Player 2,5300,400
Player 2,5700,450
Player 2,6150,500
Player 2,6650,550
Player 2,7200,250
Player 2,7450,600
Player 2,8050,0
Player 2,8050,0
Player 2,8050,0
Player 2,8050,700
Player 2,8750,200
Player 2,8950,1050
Player 1,0,250
Player 1,250,600
Player 1,850,500
Player 1,1350,250
Player 1,1600,1250
Player 1,2850,450
Player 1,3300,300
Player 1,3600,900
Player 1,4500,550
Player 1,5050,850
Player 1,5900,250
Player 1,6150,600
Player 1,6750,1050
Player 1,7800,500
Player 1,8300,600
Player 1,8900,1000
Player 1,9900,0
Player 1,9900,400
Player 2,0,0
Player 2,0,250
Player 2,250,400
Player 2,650,550
Player 2,1200,700
Player 2,1900,400
Player 2,2300,300
Player 2,2600,650
Player 2,3250,350
Player 2,3600,2650
Player 2,6250,250
Player 2,6500,350
Player 2,6850,400
Player 2,7250,500
Player 2,7750,700
Player 2,8450,300
Player 2,8750,350
Player 1,0,450
Player 1,450,0
Player 1,450,300
Player 1,750,0
Player 1,750,300
Player 1,1050,200
Player 1,1250,1100
Player 1,2350,1050
Player 1,3400,550
Player 1,3950,0
Player 1,3950,1500
Player 1,5450,250
Player 1,5700,300
Player 1,6000,1000
Player 1,7000,1000
Player 1,8000,400
Player 1,8400,350
Player 1,8750,0
Player 1,8750,650
Player 2,0,600
Player 2,600,300
Player 2,900,550
Player 2,1450,350
Player 2,1800,300
Player 2,2100,300
Player 2,2400,1000
Player 2,3400,700
Player 2,4100,400
Player 2,4500,1000
Player 2,5500,1000
Player 2,6500,850
Player 2,7350,350
Player 2,7700,200
Player 2,7900,300
Player 2,8200,700
Player 2,8900,200
Player 2,9100,0
Player 2,9100,1850
Player 1,0,250
Player 1,250,450
Player 1,700,500
Player 1,1200,650
Player 1,1850,700
Player 1,2550,600
Player 1,3150,0
Player 1,3150,750
Player 1,3900,350
Player 1,4250,350
Player 1,4600,300
Player 1,4900,0
Player 1,4900,350
Player 1,5250,0
Player 1,5250,950
Player 1,6200,0
Player 1,6200,650
Player 1,6850,700
Player 1,7550,350
Player 2,0,450
Player 2,450,650
Player 2,1100,350
Player 2,1450,1350
Player 2,2800,1100
Player 2,3900,0
Player 2,3900,700
Player 2,4600,700
Player 2,5300,0
Player 2,5300,300
Player 2,5600,600
Player 2,6200,0
Player 2,6200,750
Player 2,6950,250
Player 2,7200,0
Player 2,7200,1500
Player 2,8700,400
Player 2,9100,300
Player 2,9400,1050
Player 1,0,700
Player 1,700,300
Player 1,1000,500
Player 1,1500,450
Player 1,1950,0
Player 1,1950,0
Player 1,1950,500
Player 1,2450,600
Player 1,3050,350
Player 1,3400,600
Player 1,4000,200
Player 1,4200,300
Player 1,4500,200
Player 1,4700,0
Player 1,4700,350
Player 1,5050,500
Player 1,5550,300
Player 1,5850,1200
Player 1,7050,500
Player 1,7550,900
Player 1,8450,1100
Player 1,9550,250
Player 2,0,650
Player 2,650,1000
Player 2,1650,1200
Player 2,2850,1050
Player 2,3900,300
Player 2,4200,300
Player 2,4500,200
Player 2,4700,1000
Player 2,5700,0
Player 2,5700,0
Player 2,5700,350
Player 2,6050,200
Player 2,6250,0
Player 2,6250,600
Player 2,6850,0
Player 2,6850,0
Player 2,6850,300
Player 2,7150,350
Player 2,7500,1050
Player 2,8550,600
Player 2,9150,200
Player 2,9350,1100
Player 1,0,350
Player 1,350,0
Player 1,350,400
Player 1,750,200
Player 1,950,800
Player 1,1750,450
Player 1,2200,350
